Id,Run accession,popPUNK_cluster__autocolour,ST__autocolour,CC131_clades__autocolour,Duplicate__autocolour,year,Lab,Hospital name,Regional health authority,Regional health authority__colour,Latitude,Longitude,Clermont_Phylotype__autocolour,FimH__autocolor,folP__autocolour,gyrA__autocolour,parC__autocolour,gyrA_parC__autocolour,parE__autocolour,pmrB__autocolour,blaTEM1__autocolour,strB__autocolour,sul2__autocolour,strA__autocolour,sul1__autocolour,dfrA__autocolour,tetA__autocolour,tetB__autocolour,aadA__autocolour,mphA__autocolour,dfrA1__autocolour,aac3_Iia__autocolour,catA1__autocolour,dfrA5__autocolour,CTX-M-type__autocolour,CTX-M__autocolour,dfrA14__autocolour,blaOXA__autocolour,aph3__autocolour,catB3__autocolour,acc__autocolour,blaSHV__autocolour,dfrA12__autocolour,sul3__autocolour,cmlA1__autocolour,dfrA8__autocolour,C_mefB__autocolour,QnrS1__autocolour,floR__autocolour,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR,Ampicillin_SIR__colour,Aztreonam_SIR__colour,Cefotaxim_SIR__colour,Ceftazidim_SIR__colour,Cefuroxim_SIR__colour,Ciprofloxacin_SIR__colour,ESBL__colour,Gentamicin_SIR__colour,Meropenem_SIR__colour,Nalidixin_SIR__colour,Piperacillin_tazobactam_SIR__colour,Sulfa_SIR__colour,Tigecyklin_SIR__colour,Tobramycin_SIR__colour,Trimetoprim_sulfa_SIR__colour
30224_1_276,ERR4034574,1,73,,,2007,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30224_1_277,ERR4034575,9,141,,,2013,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_278,ERR4034576,5,80,,,2002,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_28,ERR4034326,2,95,,,2008,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30224_1_280,ERR4034578,1,73,,,2008,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30224_1_281,ERR4034579,2,95,,,2015,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH15,,,,,,,blaTEM1,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_282,ERR4034580,2,95,,,2003,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_284,ERR4034582,7,12,,,2009,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_285,ERR4034583,2,2619,,,2017,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH41,,gyrA.G81D,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_286,ERR4034584,1,73,,,2004,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_287,ERR4034585,1,73,,,2010,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,blaTEM1,,,,sul1,,,tetB_4,aadA2,mphA,,,catA1,,,,,,aph3,,,,dfrA12,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#DB4325
30224_1_288,ERR4034586,2,95,,,2009,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_289,ERR4034587,1,73,,,2011,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_29,ERR4034327,2,95,,,2007,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30224_1_290,ERR4034588,6,1167,,,2005,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B1,fimH27,,,,,,,blaTEM1,,,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_291,ERR4034589,4,131,A,,2007,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,aph3,,,,,,,,,,,R,S,S,S,S,S,S,,S,S,R,S,,,,S,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#DB4325,#57C4AD,,,,#57C4AD
30224_1_292,ERR4034590,30,2015,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30224_1_293,ERR4034591,1,73,,,2012,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_294,ERR4034592,12,88,,,2006,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,C,not detected,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,aph3,,,,,,,,,,,R,S,S,S,S,S,S,,S,S,S,S,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#DB4325
30224_1_296,ERR4034594,7,12,,,2004,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH106,,,,,,,,,,,,,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,S,S,S,S,,S,S,-         ,S,S,,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_297,ERR4034595,15,372,,,2012,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH9,,,,,,,blaTEM124,,,,sul1,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30224_1_298,ERR4034596,4,131,A,,2013,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH41,,,,,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_3,ERR4034301,7,12,,,2006,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30224_1_30,ERR4034328,12,88,,,2012,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,C,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_300,ERR4034598,2,95,,,2006,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30224_1_301,ERR4034599,3,69,,,2013,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_302,ERR4034600,4,131,A,,2014,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH41,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#DB4325
30224_1_303,ERR4034601,1,73,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,S,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_304,ERR4034602,11,10,,,2007,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,A,fimH30,,"gyrA.D87N, gyrA.S83L","parC.A108T, parC.S80I",gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,S,S,S,S,R,NS,-         ,S,S,R,S,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#57C4AD,#57C4AD,#DB4325,#57C4AD,,,,#DB4325
30224_1_305,ERR4034603,4,131,A,,2013,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH41,,,,,parE.I529L,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_306,ERR4034604,5,550,,,2014,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_307,ERR4034605,20,136,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_308,ERR4034606,4,131,C2,,2007,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,,,,,,tetA_4,,,,,,,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,R,R,R,R,R,NS,+         ,S,S,R,R,,,,S,#DB4325,#DB4325,#DB4325,#DB4325,#DB4325,#DB4325,,#57C4AD,#57C4AD,#DB4325,#DB4325,,,,#57C4AD
30224_1_309,ERR4034607,10,357,,,2015,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_31,ERR4034329,1,73,,,2005,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_310,ERR4034608,3,69,,,2002,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH27,,,,,,,,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_312,ERR4034610,16,393,,,2008,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,D,fimH54,,,parC.S57T,parC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30224_1_313,ERR4034611,4,131,C1,,2017,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,R,NS,-,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_314,ERR4034612,1,73,,,2003,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH10,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S,#57C4AD,,,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_315,ERR4034613,7,12,,,2010,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH106,,,,,,,blaTEM1,,,,sul1,,,tetB_4,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,S,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#DB4325
30224_1_316,ERR4034614,36,224,,,2009,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B1,fimH61,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,,,,,sul1,,tetA_4,,aadA2,,,,,,,,,,,,,,dfrA12,sul3,cmlA1,,C-mefB-like,,,S,,S,S,S,R,NS,-         ,I,S,R,S,,S,S,R,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#DB4325,,#EDA247,#57C4AD,#DB4325,#57C4AD,,#57C4AD,#57C4AD,#DB4325
30224_1_317,ERR4034615,3,69,,,2011,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_318,ERR4034616,83,10282,,,2004,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,D,fimH1082,,,,,parE.I355T,,blaTEM1,,sul2,,sul1,,tetA_4,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,R,#DB4325,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#DB4325
30224_1_32,ERR4034330,2,95,,,2008,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH27,,,,,,,blaTEM1,,sul2,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,,S,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30224_1_320,ERR4034618,1,73,,,2009,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_321,ERR4034619,1,73,,,2012,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B2,fimH10,,,,,,,,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,I,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#EDA247
30224_1_322,ERR4034620,2,95,,,2005,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH27,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,,,#57C4AD
30224_1_324,ERR4034622,10,357,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,U,fimH21,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD
30224_1_325,ERR4034623,84,5308,,,2012,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,B1,fimH233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,I,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#EDA247,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_326,ERR4034624,7,10252,,,2007,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH386,,,,,,,,,sul2,,,,tetA_4,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,,,#57C4AD
30224_1_328,ERR4034626,3,69,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,D,fimH27,,gyrA.D87G,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,R,S,,S,,R,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#DB4325,#57C4AD,,#57C4AD,,#DB4325
30224_1_329,ERR4034627,18,405,,,2013,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,D,fimH27,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,R,R,NS,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#DB4325,#DB4325,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_33,ERR4034331,3,69,,,2009,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S,#DB4325,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_330,ERR4034628,6,1324,,,2013,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,#60C3AE,59.292224,11.096285,A,fimH31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
30224_1_331,ERR4034629,17,144,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,#60C3AE,59.937092,10.737619,B2,fimH27,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,#57C4AD
30224_1_333,ERR4034631,4,131,A,,2012,Førde,Førde sentralsykehus,Helse Vest,#02B0EE,61.456891,5.888686,B2,fimH41,,,,,parE.I529L,,,,,,,,,tetB_4,,,,,,,,,,,aph3,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S,#57C4AD,,#57C4AD,#57C4AD,#57C4AD,#57C4AD,,#57C4AD,#57C4AD,,#57C4AD,,#57C4AD,,#57C4AD
