lane,Run accession,popPUNK_cluster,ST,CC131_clades,Duplicate,year,Lab,Hospital name,Regional health authority,Clermont_Phylotype,FimH,folP,gyrA,parC,gyrA_parC,parE,pmrB,blaTEM1,strB,sul2,strA,sul1,dfrA,tetA,tetB,aadA,mphA,dfrA1,aac3_Iia,catA1,dfrA5,CTX-M-type,CTX-M,dfrA14,blaOXA,aph3,catB3,acc,blaSHV,dfrA12,sul3,cmlA1,dfrA8,C_mefB,QnrS1,floR,Ampicillin_SIR,Aztreonam_SIR,Cefotaxim_SIR,Ceftazidim_SIR,Cefuroxim_SIR,Ciprofloxacin_SIR,Ciprofloxacin_NS,ESBL,Gentamicin_SIR,Meropenem_SIR,Nalidixin_SIR,Piperacillin_tazobactam_SIR,Sulfa_SIR,Tigecyklin_SIR,Tobramycin_SIR,Trimetoprim_sulfa_SIR
30224_1#72,ERR4034370,6,4623,,,2007,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B1,fimH259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,I,R,S,S,,S,S,S,S,,,,S
30224_1#73,ERR4034371,5,80,,,2005,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30224_1#74,ERR4034372,10,538,,,2006,Kristiansand,Sørlandet sykehus,Helse Sør-Øst,B2,fimH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S
30224_1#75,ERR4034373,1,73,,,2013,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30224_1#76,ERR4034374,12,10296,,,2007,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,C,fimH39,,,,,,,blaTEM1,,,,sul1,,,,aadA2-like,,,,,,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,,S,S,S,S,,,,S
30224_1#77,ERR4034375,8,127,,,2008,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,,S,S,,S,,S
30224_1#78,ERR4034376,1,73,,,2006,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH10,,,,,,,,,,,sul1,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,R
30224_1#79,ERR4034377,18,405,,,2003,Førde,Førde sentralsykehus,Helse Vest,D,fimH56,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,tetA_4,,,,,,catA1,,,,,,,,,,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,S
30224_1#8,ERR4034306,9,141,,,2009,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH350,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30224_1#80,ERR4034378,2,95,,,2013,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30224_1#81,ERR4034379,2,95,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,R,S,S,,S,S,S,S,,S,S,R
30224_1#82,ERR4034380,6,3604,,,2007,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,I,S,S,-         ,S,S,S,S,,,,S
30224_1#83,ERR4034381,31,349,,,2005,Førde,Førde sentralsykehus,Helse Vest,D,fimH93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30224_1#84,ERR4034382,2,95,,,2014,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,I,S,,S,,S,,S
30224_1#85,ERR4034383,7,12,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH106,,,,,,,,,,,,,,,,,dfrA1,,catA1,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30224_1#86,ERR4034384,5,550,,,2008,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH30,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,,S,S,,S,,R
30224_1#87,ERR4034385,7,12,,,2006,Førde,Førde sentralsykehus,Helse Vest,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,,S,S,S,S,,,,S
30224_1#88,ERR4034386,7,12,,,2002,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,sul1,,,,,,dfrA1,,,,,,,,,,,blaSHV48,,,,,,,,R,,,S,S,S,S,-         ,S,S,,S,,,,R
30224_1#89,ERR4034387,14,38,,,2009,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,S,S,,S,S,S
30224_1#9,ERR4034307,8,127,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30224_1#90,ERR4034388,2,79,,,2008,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30224_1#91,ERR4034389,9,141,,,2007,Førde,Førde sentralsykehus,Helse Vest,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30224_1#92,ERR4034390,2,95,,,2003,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30224_1#93,ERR4034391,3,2020,,,2007,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,S,S,S,,S,S,S,S,,,,R
30224_1#94,ERR4034392,3,69,,,2009,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,D,fimH27,,,,,,,,strB_1,sul2,strA_4,,dfrA17,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,R
30224_1#95,ERR4034393,7,12,,,2009,Førde,Førde sentralsykehus,Helse Vest,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,S
30224_1#96,ERR4034394,8,127,,,2004,Ullevål,Oslo universitetssykehus Ullevål,Helse Sør-Øst,B2,novel fimH4-like,,,,,,,blaTEM1,,,,sul1,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,R
30224_1#99,ERR4034397,15,372,,,2010,Fredrikstad,Sykehuset Østfold,Helse Sør-Øst,B2,fimH9,,,,,,,blaTEM124,,,,sul1,,,,aadA2,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,R
30345_1#1,ERR4034683,59,547,,,2011,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#10,ERR4034692,2,95,,,2017,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-,S,S,,S,,S,,S
30345_1#100,ERR4034782,1,104,,,2014,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,R,S,S,-,S,S,,S,,S,,S
30345_1#102,ERR4034784,2,95,,,2006,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30345_1#103,ERR4034785,2,2619,,,2010,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30345_1#104,ERR4034786,13,59,,,2016,Molde,Molde sykehus,Helse Midt-Norge,F,fimH41,,,,,parE.I355T,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,dfrA14,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30345_1#105,ERR4034787,2,390,,,2015,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30345_1#106,ERR4034788,3,69,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#107,ERR4034789,2,95,,,2011,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#108,ERR4034790,11,10,,,2017,Molde,Molde sykehus,Helse Midt-Norge,A,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30345_1#109,ERR4034791,7,12,,,2016,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH27,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#11,ERR4034693,4,131,B,,2015,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH22,,,,,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,R
30345_1#110,ERR4034792,3,69,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#111,ERR4034793,1,73,,,2004,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH27,,gyrA.S83L,,gyrA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,I,NS,-         ,S,S,,S,,,,S
30345_1#112,ERR4034794,14,38,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH5,,,,,,,blaTEM1,strB_1,sul2,strA_1,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#113,ERR4034795,2,416,,,2011,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#114,ERR4034796,40,685,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,A,fimH34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#115,ERR4034797,11,10261,,,2008,Stavanger,Stavanger universitetssykehus,Helse Vest,A,fimH30,,"gyrA.D87N, gyrA.S83L","parC.A108T, parC.S80I",gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,tetB_4,,,,,catA1,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,,R,S,,S,,R
30345_1#116,ERR4034798,11,10,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,A,fimH43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#117,ERR4034799,9,141,,,2012,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH5,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,I,S,,S,,S,,S
30345_1#118,ERR4034800,2,95,,,2002,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30345_1#119,ERR4034801,4,131,C1,,2008,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,,R,S,,S,,R
30345_1#12,ERR4034694,1,968,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#120,ERR4034802,1,73,,,2010,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH10,,,,,,,,,,,,,,,aadA2-like,,,,,,,,,,,,,blaSHV48,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30345_1#121,ERR4034803,2,95,,,2012,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,I,S,,S,,S,,S
30345_1#122,ERR4034804,1,73,,,2003,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30345_1#123,ERR4034805,1,73,,,2009,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH10,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,S,R
30345_1#124,ERR4034806,11,44,,,2012,Molde,Molde sykehus,Helse Midt-Norge,A,fimH54,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458T,,,strB_1,sul2,strA_4,,,,tetB_4,,mphA,,,,,,,,,,,,,,,,,,,,S,,S,S,S,R,NS,-         ,S,S,,S,,S,,S
30345_1#125,ERR4034807,5,550,,,2013,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#126,ERR4034808,8,10222,,,2004,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH2,,,,,,,,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-         ,S,S,,S,,,,S
30345_1#127,ERR4034809,2,95,,,2010,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH41,,,,,,,blaTEM1,strB_1,sul2,strA_4,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,S,S,,S,,I
30345_1#128,ERR4034810,1,73,,,2014,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30345_1#129,ERR4034811,4,131,A,,2014,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,gyrA.S83L,,gyrA,parE.I529L,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-15,CTX-M,,,,,,,,,,,,,,R,,R,R,R,I,NS,+,S,S,,S,,S,,R
30345_1#13,ERR4034695,2,95,,,2009,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH15,,,,,,,,,,,,,,,,,,,,dfrA5,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,S,I
30345_1#130,ERR4034812,6,58,,,2005,Stavanger,Stavanger universitetssykehus,Helse Vest,B1,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30345_1#131,ERR4034813,3,69,,,2011,Stavanger,Stavanger universitetssykehus,Helse Vest,D,fimH27,,gyrA.S83L,,gyrA,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#132,ERR4034814,1,73,,,2015,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH10,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-,S,S,,S,,S,,S
30345_1#133,ERR4034815,8,127,,,2015,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30345_1#134,ERR4034816,2,2619,,,2006,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,S,S,S,S,S,S,-         ,S,S,S,S,,,,S
30345_1#135,ERR4034817,2,95,,,2011,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#136,ERR4034818,15,372,,,2016,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#137,ERR4034819,2,95,,,2015,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH41,,,,,,,,,,,,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,R
30345_1#138,ERR4034820,7,12,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH106,,,,,,,,,,,sul1,,,tetB_4,aadA2-like,,dfrA1,,catA1,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,R
30345_1#139,ERR4034821,1,73,,,2004,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH118,,,,,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,,,S,,,,S
30345_1#14,ERR4034696,3,69,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30345_1#140,ERR4034822,1,73,,,2017,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,,S,S,-,S,S,,S,,S,,S
30345_1#141,ERR4034823,1,73,,,2016,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#142,ERR4034824,9,141,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#143,ERR4034825,3,394,,,2008,Stavanger,Stavanger universitetssykehus,Helse Vest,D,not detected,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,parE.S458A,,blaTEM1,strB_1,sul2,strA_4,sul1,,,tetB_4,aadA2-like,,dfrA1,aac3,,,,,,blaOXA2,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,R,,R,S,,S,,R
30345_1#144,ERR4034826,4,131,C2,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH30,,"gyrA.D87N, gyrA.S83L","parC.E84V,parC.S80I",gyrA and parC,parE.I529L,,,,,,sul1,dfrA17,tetA_4,,,mphA,,,,,CTX-M-15,CTX-M,,blaOXA1,,catB3,aac_6prime,,,,,,,,,R,,R,S,R,R,NS,+,S,S,,I,,S,,R
30345_1#145,ERR4034827,9,135,,,2011,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#146,ERR4034828,3,69,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30345_1#147,ERR4034829,5,80,,,2008,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,novel fimH1394-like,,,,,,,blaTEM1,strB_1,,strA_1,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,,S,S,,S,,S
30345_1#148,ERR4034830,3,69,,,2015,Haukeland,Haukeland universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,,S,S,,S,,S,,R
30345_1#149,ERR4034831,9,141,,,2012,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,I,S,,S,,S,,S
30345_1#15,ERR4034697,19,117,,,2016,Bodø,Nordlandssykehuset,Helse Nord,F,fimH97,,,,,,,,,sul2,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#150,ERR4034832,15,372,,,2002,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH102,,,,,,,blaTEM57,strB_1,sul2,strA_4,sul1,,,,aadA2-like,,dfrA1,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,R
30345_1#151,ERR4034833,17,144,,,2010,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,S,S,,S,,S
30345_1#152,ERR4034834,22,453,,,2011,Molde,Molde sykehus,Helse Midt-Norge,B1,fimH31,,"gyrA.D87N, gyrA.S83L",parC.E84K,gyrA and parC,,,blaTEM1,,,,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-         ,S,S,,S,,S,,S
30345_1#153,ERR4034835,8,127,,,2012,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,I,S,,S,,S,,S
30345_1#154,ERR4034836,6,9135,,,2003,Stavanger,Stavanger universitetssykehus,Helse Vest,B1,fimH32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,S,S,S,S,-         ,S,S,,S,,,,S
30345_1#155,ERR4034837,3,69,,,2011,Stavanger,Stavanger universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,R
30345_1#156,ERR4034838,7,12,,,2012,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH106,,gyrA.S83L,,gyrA,,,blaTEM1,strB_1,sul2,strA_4,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#157,ERR4034839,9,135,,,2013,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#158,ERR4034840,37,973,,,2004,Stavanger,Stavanger universitetssykehus,Helse Vest,D,fimH27,,,,,,,blaTEM1,strB_1,,strA_1,,,,tetB_4,,,,,,,,,,,,,,,,,,,,,,R,,S,S,,S,S,-         ,S,S,,S,,,,S
30345_1#159,ERR4034841,8,127,,,2011,Stavanger,Stavanger universitetssykehus,Helse Vest,B2,fimH2,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,S,S,S,S,S,-         ,S,S,,S,,S,,S
30345_1#16,ERR4034698,17,144,,,2016,Haukeland,Haukeland universitetssykehus,Helse Vest,B2,fimH54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,,S,S,,S,,S,,S
30345_1#160,ERR4034842,14,38,,,2014,Molde,Molde sykehus,Helse Midt-Norge,D,fimH65,,"gyrA.D87N, gyrA.S83L",parC.S80I,gyrA and parC,,,blaTEM1,strB_1,sul2,strA_4,sul1,dfrA17,tetA_4,,,mphA,,,,,,,,,,,,,,,,,,,,R,,S,S,S,R,NS,-,S,S,,S,,S,,R
30345_1#161,ERR4034843,10,83,,,2014,Bodø,Nordlandssykehuset,Helse Nord,B2,fimH21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30345_1#162,ERR4034844,9,420,,,2005,Stavanger,Stavanger universitetssykehus,Helse Vest,U,fimH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-         ,S,S,,S,,,,S
30345_1#163,ERR4034845,23,978,,,2004,Molde,Molde sykehus,Helse Midt-Norge,B2,novel fimH77-like,,,,,,,blaTEM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,S,S,S,,S,S,-         ,S,S,,S,,,,S
30345_1#164,ERR4034846,4,131,B,,2015,Molde,Molde sykehus,Helse Midt-Norge,B2,fimH30,,,,,parE.I529L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
30345_1#165,ERR4034847,87,67,,,2015,Bodø,Nordlandssykehuset,Helse Nord,B1,fimH39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,S,S,S,S,S,-,S,S,,S,,S,,S
